,0
0,0.08882808564836722
1,0.08882808564836722
2,0.08882808564836722
3,0.0038522522064496937
4,0.0038522522064496937
5,0.041735466716624245
6,0.05957168942995173
7,0.08882808564836722
8,0.0074718817735757925
9,0.0074718817735757925
10,0.0698824419676898
11,0.0698824419676898
12,0.0698824419676898
13,0.08882808564836722
14,0.08882808564836722
15,0.08882808564836722
16,0.0074718817735757925
17,0.0074718817735757925
18,0.0074718817735757925
19,0.08882808564836722
20,0.08882808564836722
21,0.08882808564836722
22,0.025932360531677738
23,0.025932360531677738
24,0.08882808564836722
25,0.017665189993753043
26,0.017665189993753043
27,0.01609392907872335
28,0.01609392907872335
29,0.01609392907872335
30,0.09107060905760082
31,0.02092803892072883
32,0.02092803892072883
33,0.008537371478693871
34,0.1358933169933683
35,0.008292990401187217
36,0.008292990401187217
37,0.008292990401187217
38,0.22048870632278778
39,0.20459126954358525
40,0.08882808564836722
41,0.08882808564836722
42,0.3374381253564846
43,0.7040857545984732
44,0.7040857545984732
45,0.02182375477397593
46,0.036284521209338366
47,0.036284521209338366
48,0.08882808564836722
49,0.05974501629635582
50,0.05974501629635582
51,0.11167787198989355
52,0.08882808564836722
53,0.004741532976827095
54,0.004741532976827095
55,0.08706060819710895
56,0.11602928228989315
57,0.7122619400850339
58,0.5774872087645258
59,0.007764564171386192
60,0.007764564171386192
61,0.007764564171386192
62,0.024734576603635268
63,0.024734576603635268
64,0.024734576603635268
65,0.0031301836727300595
66,0.0031301836727300595
67,0.0031301836727300595
68,0.08882808564836722
69,0.0
70,0.0
71,0.07082155306099697
72,0.20073247387784743
73,0.1737919406883906
74,0.08882808564836722
75,0.02784101931988814
76,0.02784101931988814
77,0.08882808564836722
78,0.1404297175080971
79,0.024734576603635268
80,0.024734576603635268
81,0.024734576603635268
82,0.07991134364684799
83,0.02151493430785113
84,0.02151493430785113
85,0.02151493430785113
86,0.01328993352518308
87,0.09083744382818416
88,0.10561265957699938
89,0.018615265176192244
90,0.018615265176192244
91,0.018680722938244434
92,0.2502510446003684
93,0.2812674714058763
94,0.2812674714058763
95,0.5813750795067314
96,0.024734576603635268
97,0.024734576603635268
98,0.024734576603635268
99,0.4388056733879728
100,0.08882808564836722
101,0.08882808564836722
102,0.08882808564836722
103,0.007321179995708855
104,0.007321179995708855
105,0.007321179995708855
106,0.07802636712102638
107,0.08882808564836722
108,0.08882808564836722
109,0.08882808564836722
110,0.6974386453364392
111,0.3031551057184585
112,0.08882808564836722
113,0.6032274692059038
114,0.5778601835474043
115,0.3597193571910687
116,0.01328993352518308
117,0.01328993352518308
118,0.01328993352518308
119,0.06629007007110505
120,0.06629007007110505
121,0.06629007007110505
122,0.12929376082690358
123,0.01328993352518308
124,0.01328993352518308
125,0.01328993352518308
126,0.5527781342344673
127,0.08882808564836722
128,0.039054327378141254
129,0.039054327378141254
130,0.13561632781105465
131,0.08882808564836722
132,0.017639238655275377
133,0.017639238655275377
134,0.09381236711942176
135,0.5539573242451451
136,0.12506637761548262
137,0.12506637761548262
138,0.488782281344422
139,0.6771069513284038
140,0.08882808564836722
141,0.08882808564836722
142,0.08882808564836722
143,0.08882808564836722
144,0.0011475409836065574
145,0.0011475409836065574
146,0.3389823763854683
147,0.44588843726486166
148,0.0016825870633332236
149,0.0016825870633332236
150,0.0016825870633332236
151,0.11269220682441991
152,0.09774898176950886
153,0.024734576603635268
154,0.024734576603635268
155,0.024734576603635268
156,0.0
157,0.0
158,0.0
159,0.7147059854014195
160,0.2392290419859588
161,0.5084378013043813
162,0.051482401820694725
163,0.051482401820694725
164,0.051482401820694725
165,0.08882808564836722
166,0.008972812459887024
167,0.008972812459887024
168,0.09257746618729079
169,0.07798866303592464
170,0.0074718817735757925
171,0.0074718817735757925
172,0.09083744382818416
173,0.07798866303592464
174,0.6938311955222971
175,0.06515640499369585
176,0.06515640499369585
177,0.06515640499369585
178,0.18784358957502253
179,0.18784358957502253
180,0.4352990925764253
181,0.08882808564836722
182,0.05910078198610266
183,0.05910078198610266
184,0.08882808564836722
185,0.36705836899861083
186,0.36705836899861083
187,0.45549519147692885
188,0.46736797398177155
189,0.6763424209719215
190,0.7212432844006714
191,0.716349667379395
192,0.5630729108127719
193,0.01328993352518308
194,0.01328993352518308
195,0.07798866303592464
196,0.07798866303592464
197,0.08882808564836722
198,0.2857975115482553
199,0.0062015833550349295
200,0.0062015833550349295
201,0.0062015833550349295
202,0.08882808564836722
203,0.01775920553515635
204,0.01775920553515635
205,0.11819203361563227
206,0.01328993352518308
207,0.01328993352518308
208,0.01328993352518308
209,0.011341682927566751
210,0.011341682927566751
211,0.011341682927566751
212,0.07594393068337457
213,0.0015344827586206897
214,0.0015344827586206897
215,0.01824965955135357
216,0.01824965955135357
217,0.01824965955135357
218,0.01416003658371145
219,0.01416003658371145
220,0.05083457656853359
221,0.3777495716982664
222,0.08882808564836722
