,0
571,0.1940264
572,0.19453725
573,0.19453725
574,0.35778505
575,0.18244746
576,0.18244746
577,0.18244746
578,0.14586726
579,0.1015736
580,0.1015736
581,0.1786678
582,0.1786678
583,0.1786678
584,0.12958656
585,0.12958656
586,0.12958656
587,0.2540082
588,0.2883661
589,0.10301403
590,0.10301403
591,0.10301403
592,0.1786678
593,0.20802929
594,0.20802929
595,0.17624661
596,0.10301403
597,0.10301403
598,0.10301403
599,0.3921387
600,0.1015736
601,0.1015736
602,0.1015736
603,0.1786678
604,0.22771972
605,0.22771972
606,0.19983342
607,0.1849273
608,0.24563664
609,0.24563664
610,0.24563664
611,0.29752588
612,0.16274989
613,0.16274989
614,0.16274989
615,0.721963
616,0.53568774
617,0.1786678
618,0.10449046
619,0.10449046
620,0.116222985
621,0.118003644
622,0.16063234
623,0.16093145
624,0.16093145
625,0.16093145
626,0.22984105
627,0.10301403
628,0.10301403
629,0.10301403
630,0.107936844
631,0.14174888
632,0.14174888
633,0.14174888
634,0.1015736
635,0.1015736
636,0.1015736
637,0.21068998
638,0.16860078
639,0.4558946
640,0.45462507
641,0.6890173
642,0.6588976
643,0.1786678
644,0.1015736
645,0.1015736
646,0.32867736
647,0.1015736
648,0.1015736
649,0.1015736
650,0.10301403
651,0.10301403
652,0.10301403
653,0.11058374
654,0.12842791
655,0.12842791
656,0.11187102
657,0.11187102
658,0.11187102
659,0.1786678
660,0.1295039
661,0.1295039
662,0.17201723
663,0.10301403
664,0.10301403
665,0.10301403
666,0.1786678
667,0.1786678
668,0.13781084
669,0.13781084
670,0.69194347
671,0.21726269
672,0.23720184
673,0.1786678
674,0.12180524
675,0.12180524
676,0.10945571
677,0.34505123
678,0.1015736
679,0.1015736
680,0.1015736
681,0.14586726
682,0.10301403
683,0.10301403
684,0.10301403
685,0.46936217
686,0.16882221
687,0.33112654
688,0.1786678
689,0.15094778
690,0.18464379
691,0.18464379
692,0.1786678
693,0.10301403
694,0.10301403
695,0.11187102
696,0.14318885
697,0.14318885
698,0.15161465
699,0.27398565
700,0.18051992
701,0.18051992
702,0.18051992
703,0.72093195
704,0.33394647
705,0.1978971
706,0.1978971
707,0.1978971
708,0.5687612
709,0.61612916
710,0.10301403
711,0.10301403
712,0.10301403
713,0.30899712
714,0.1786678
715,0.14586726
716,0.14586726
717,0.10301403
718,0.10301403
719,0.10301403
720,0.11187102
721,0.1015736
722,0.1015736
723,0.10449046
724,0.10449046
725,0.10449046
726,0.1015736
727,0.1015736
728,0.1015736
729,0.40525705
730,0.40525705
731,0.40525705
732,0.4927381
733,0.52114916
734,0.17193693
735,0.10301403
736,0.10301403
737,0.10301403
738,0.43108734
739,0.39635882
740,0.1015736
741,0.1015736
742,0.1015736
743,0.1786678
744,0.1786678
745,0.1786678
746,0.10301403
747,0.10301403
748,0.10301403
749,0.1316395
750,0.1316395
751,0.1316395
752,0.15094778
753,0.46433133
754,0.41744855
755,0.11668953
756,0.11668953
757,0.11668953
758,0.44551873
759,0.5175636
760,0.77620435
761,0.1786678
762,0.10628979
763,0.10628979
764,0.3623833
765,0.10628979
766,0.10628979
767,0.10628979
768,0.5532061
769,0.15940937
770,0.1015736
771,0.1015736
772,0.22253853
773,0.10628979
774,0.55813336
775,0.14318885
776,0.14318885
777,0.14318885
778,0.555918
779,0.14318885
780,0.14318885
781,0.14318885
782,0.10301403
783,0.10301403
784,0.1015736
785,0.1015736
786,0.1015736
787,0.2254943
788,0.1786678
789,0.1786678
790,0.1786678
791,0.1786678
792,0.1786678
