,0
214,0.018527756
215,0.0036528076
216,0.0036528076
217,0.0027196645
218,0.0015395546
219,0.0015395546
220,0.0015124716
221,0.6666058
222,0.017682208
223,0.009702716
224,0.009086785
225,0.0044688084
226,0.0032045895
227,0.0035178328
228,0.09814515
229,0.063144036
230,0.05700559
231,0.23084123
232,0.23084123
233,0.15275517
234,0.047580373
235,0.047484063
236,0.02190018
237,0.028161097
238,0.024734363
239,0.042885456
240,0.0077490956
241,0.00977777
242,0.013843062
243,0.21569744
244,0.16980794
245,0.14679323
246,0.22903083
247,0.012146918
248,0.012146918
249,0.018034969
250,0.13821949
251,0.022340633
252,0.002892205
253,0.0031468438
254,0.0117567275
255,0.12249823
256,0.017622285
257,0.016286846
258,0.6234889
259,0.022743
260,0.0022869415
261,0.0023028464
262,0.76202536
263,0.07810605
264,0.07859295
265,0.07859295
266,0.005708989
267,0.006891377
268,0.011598264
269,0.01772215
270,0.0763472
271,0.046889465
272,0.04919609
273,0.079877585
274,0.009671857
275,0.007806868
276,0.0074948547
277,0.3233594
278,0.008001726
279,0.007721058
280,0.019850377
281,0.036890555
282,0.0018884292
283,0.0018884292
284,0.0024985787
285,0.013521326
286,0.0016794405
287,0.00144755
288,0.0014595739
289,0.19774736
290,0.21062997
291,0.25054467
292,0.055563286
293,0.0042072115
294,0.006221228
295,0.009298212
296,0.014345234
297,0.00082174595
298,0.0010520944
299,0.14369814
300,0.13384055
301,0.12759301
302,0.04729188
303,0.009463083
304,0.010503002
305,0.008760187
306,0.086404055
307,0.06624816
308,0.048969813
309,0.06681191
310,0.10847351
311,0.24187893
312,0.00846476
313,0.00846476
314,0.034708496
315,0.044476338
316,0.06858874
317,0.15041678
318,0.10240968
319,0.22962019
320,0.8440753
321,0.20984997
322,0.010024093
323,0.010024093
324,0.0014302459
325,0.0014302459
326,0.07927695
327,0.08004604
328,0.078417204
329,0.20909958
330,0.8190827
331,0.0039507397
332,0.0034691982
333,0.004331074
334,0.7556825
335,0.89224344
336,0.04731191
337,0.05050229
338,0.04731191
339,0.045029905
340,0.11403613
341,0.007681201
342,0.0068700537
343,0.31033492
344,0.008548121
345,0.008727755
346,0.00852323
347,0.01248004
348,0.0020527733
349,0.001702293
350,0.0022207724
351,0.010949637
352,0.010949637
353,0.013994478
354,0.20815317
355,0.03242989
356,0.03339689
357,0.08226894
358,0.26021877
359,0.03540801
360,0.03540801
361,0.026824644
362,0.3319593
363,0.008018621
364,0.007780985
365,0.0064666597
366,0.010700081
367,0.011117441
368,0.008557068
369,0.00852045
370,0.00852045
371,0.0089675365
372,0.012599297
373,0.013482017
374,0.008960318
375,0.0014393752
376,0.0014964339
377,0.001761811
378,0.014128849
379,0.20939966
380,0.034515887
381,0.034515887
382,0.10592234
383,0.0014492273
384,0.0015149782
385,0.0015934464
386,0.00463562
387,0.002731172
388,0.0026434525
389,0.0052402634
390,0.0051556667
391,0.0063075195
392,0.06464038
393,0.002587717
394,0.003432994
395,0.17431702
396,0.18225124
397,0.7961057
398,0.85348874
399,0.5179403
400,0.004186838
401,0.0052497745
402,0.004726267
403,0.8076401
404,0.059889182
405,0.061277047
406,0.049592577
407,0.028505666
408,0.25364187
409,0.80087733
410,0.1760136
411,0.21814284
412,0.1414278
413,0.01807688
414,0.010717756
415,0.0136697255
416,0.050082956
417,0.050082956
418,0.033514034
419,0.07293612
420,0.07293612
421,0.06934381
422,0.07299309
423,0.030482225
424,0.031833436
425,0.050612856
426,0.14802405
427,0.9854043
428,0.032072317
429,0.032900497
430,0.00910163
431,0.0066124448
432,0.008029115
433,0.0023878762
434,0.0022496188
435,0.0033457724
436,0.28027186
437,0.021099525
438,0.027839763
439,0.03745688
440,0.03620639
441,0.039582174
442,0.18689547
443,0.024392381
444,0.024392381
445,0.047549933
446,0.0020227088
447,0.0020227088
448,0.014157411
449,0.0014196816
450,0.0012646031
451,0.0013497634
452,0.00922781
453,0.02539124
454,0.011898859
455,0.011898859
456,0.0201156
457,0.019792749
458,0.018488029
459,0.2410411
460,0.062022626
461,0.05253162
462,0.0848131
463,0.004163742
464,0.004163742
465,0.0033035416
466,0.0075462623
467,0.014639945
468,0.021460624
469,0.025481505
470,0.10767686
471,0.015556539
472,0.015556539
473,0.015312257
474,0.0021860485
475,0.0021860485
476,0.0017031902
477,0.0063451207
478,0.006627493
479,0.005939459
480,0.0051372587
481,0.006564756
482,0.03084912
483,0.16643998
484,0.0851804
485,0.067262456
486,0.0052441475
487,0.0046967585
488,0.0052441475
489,0.012461149
490,0.008556821
491,0.0099983
492,0.04263089
493,0.009731122
494,0.0064242547
495,0.010060928
496,0.039491806
497,0.028620187
498,0.068776615
499,0.068776615
500,0.46003553
501,0.02759822
502,0.023287466
503,0.019797657
504,0.025065737
505,0.031903382
506,0.03335294
507,0.062181655
508,0.1425029
509,0.015894484
510,0.02086259
511,0.048173707
512,0.030153714
513,0.051997487
514,0.0037603748
515,0.0039007305
516,0.012901361
517,0.010296549
518,0.012891
519,0.0014207107
520,0.0018736593
521,0.0032878218
522,0.14790876
523,0.08938147
524,0.029629696
525,0.029629696
526,0.12322652
527,0.10798095
528,0.19492476
529,0.023538686
530,0.023538686
531,0.3093038
532,0.3093038
533,0.005388489
534,0.0023754688
535,0.0021954714
536,0.24257502
537,0.0068129916
538,0.0048660203
539,0.005185571
540,0.004372517
541,0.0038462784
542,0.0055099586
543,0.04614068
544,0.028672133
545,0.028168302
546,0.012814373
547,0.0132269915
548,0.0132269915
549,0.001964842
550,0.001974333
551,0.0021243556
552,0.3664896
553,0.74444216
554,0.77092195
555,0.33079514
556,0.008774815
557,0.008132833
558,0.008213262
559,0.9578771
560,0.3367015
561,0.004991062
562,0.0045290403
563,0.005012586
564,0.0022646873
565,0.01285099
566,0.01306263
567,0.08477315
568,0.114119396
569,0.03988484
570,0.040772352
571,0.06358089
572,0.10365413
573,0.061641548
574,0.18653065
575,0.023698477
576,0.009387547
577,0.012358465
578,0.021861875
579,0.001781288
580,0.001781288
581,0.08603641
582,0.06549777
583,0.0828782
584,0.048457522
585,0.111249864
586,0.030853335
587,0.04498606
588,0.0675404
589,0.00843673
590,0.008160207
591,0.0038812894
592,0.12083625
593,0.32094306
594,0.20003377
595,0.17097285
596,0.004093636
597,0.004845913
598,0.005170747
599,0.9091017
600,0.0028955704
601,0.0023149864
602,0.00252937
603,0.19525495
604,0.014132063
605,0.015748229
606,0.0067508635
607,0.14300874
608,0.015699618
609,0.024554664
610,0.024165852
611,0.24604684
612,0.28254202
613,0.28254202
614,0.22432168
615,0.72002494
616,0.53308505
617,0.02958964
618,0.0063181925
619,0.0063181925
620,0.017644066
621,0.018224888
622,0.04215883
623,0.020310923
624,0.016942602
625,0.02774145
626,0.12459936
627,0.0012324343
628,0.0005475821
629,0.00084576383
630,0.005592234
631,0.008985841
632,0.008871209
633,0.010345777
634,0.00041657887
635,0.00041912735
636,0.0004747153
637,0.09617964
638,0.14592582
639,0.8348679
640,0.8492695
641,0.8972827
642,0.79449415
643,0.2992747
644,0.002043243
645,0.002058813
646,0.15345585
647,0.0005125485
648,0.0004929867
649,0.00056116097
650,0.02562702
651,0.024026835
652,0.037464462
653,0.035528667
654,0.07497257
655,0.10382785
656,0.014657414
657,0.024287125
658,0.02091402
659,0.25797778
660,0.7702055
661,0.74148625
662,0.5069666
663,0.0013122433
664,0.0013040471
665,0.0011789281
666,0.19552876
667,0.115183756
668,0.5332252
669,0.5299609
670,0.94789886
671,0.6603279
672,0.66325176
673,0.12529339
674,0.1822214
675,0.17405322
676,0.06081952
677,0.353682
678,0.0011522779
679,0.0012106184
680,0.0009033466
681,0.09463735
682,0.012265572
683,0.012610751
684,0.0069513586
685,0.5447955
686,0.11364937
687,0.33050188
688,0.09863303
689,0.058794893
690,0.05142848
691,0.03581131
692,0.23196198
693,0.02024116
694,0.017388126
695,0.03258268
696,0.06669321
697,0.0682046
698,0.08933875
699,0.33455598
700,0.68111897
701,0.62893915
702,0.76390463
703,0.93933994
704,0.89268804
705,0.6762253
706,0.67246896
707,0.61949486
708,0.7973495
709,0.8730032
710,0.0069477456
711,0.0069477456
712,0.005654324
713,0.0026847557
714,0.04186712
715,0.026016787
716,0.019779084
717,0.0034362008
718,0.004190657
719,0.0050707376
720,0.025342068
721,0.0036582125
722,0.0015927803
723,0.008238393
724,0.006861672
725,0.0039623287
726,0.007790861
727,0.007093828
728,0.011488871
729,0.37780493
730,0.37780493
731,0.3489779
732,0.38610783
733,0.24587056
734,0.16994368
735,0.0195395
736,0.015368789
737,0.01310598
738,0.45080528
739,0.5130188
740,0.0010384237
741,0.0010384237
742,0.0012284361
743,0.074020244
744,0.074020244
745,0.074020244
746,0.0048614065
747,0.0037873876
748,0.004186307
749,0.002397277
750,0.003820977
751,0.004504053
752,0.012129284
753,0.038679782
754,0.2928114
755,0.003749841
756,0.0036174138
757,0.0046906564
758,0.8921423
759,0.76165724
760,0.5739068
761,0.31093308
762,0.0165557
763,0.0165557
764,0.9191221
765,0.014703254
766,0.0139950635
767,0.017608933
768,0.18343127
769,0.08629403
770,0.00478482
771,0.0051512644
772,0.033090487
773,0.009863622
774,0.25799128
775,0.35009208
776,0.5619431
777,0.42712393
778,0.81496704
779,0.017026322
780,0.01683226
781,0.017862344
782,0.01705665
783,0.016016982
784,0.0006781181
785,0.0010192717
786,0.0014296875
787,0.039122418
788,0.1613381
789,0.1613381
790,0.2893481
791,0.2893481
792,0.2893481
